Gender,Age,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
Female,64,Yes,3+,Not Graduate,No,3631,2523,56143,360,1,Rural,1
Female,29,No,0,Graduate,No,17028,6097,152501,360,1,Rural,1
Female,59,No,0,Not Graduate,No,932,1490,47925,360,1,Rural,1
Female,68,Yes,2,Graduate,No,4560,2591,95798,360,1,Rural,1
Male,68,No,0,Graduate,No,3830,631,74722,360,1,Rural,1
Male,23,Yes,2,Graduate,No,3685,12991,146948,360,0,Rural,0
Male,37,Yes,0,Graduate,No,4536,4380,175637,360,1,Urban,1
Female,41,No,0,Graduate,Yes,11965,3662,136422,360,1,Rural,1
Male,44,Yes,3+,Graduate,No,4479,947,117834,60,1,Urban,1
Female,55,Yes,1,Graduate,No,1485,5377,88658,360,1,Semiurban,1
Male,25,Yes,1,Graduate,No,4516,4066,168806,360,1,Semiurban,1
Female,18,No,0,Graduate,Yes,3308,3015,66154,180,0,Semiurban,0
Female,66,No,0,Graduate,No,2515,1666,118049,360,1,Semiurban,1
Male,66,Yes,2,Graduate,No,4073,779,152336,360,1,Semiurban,1
Female,41,No,0,Graduate,No,3392,1728,142408,240,1,Semiurban,1
Female,64,Yes,0,Graduate,No,3177,963,121967,360,1,Semiurban,1
Male,24,Yes,0,Graduate,No,3424,2456,120647,360,0,Urban,1
Female,36,No,0,Not Graduate,No,1799,749,141051,360,1,Semiurban,1
Female,39,No,2,Graduate,No,5597,1018,93606,360,1,Semiurban,1
Female,52,Yes,2,Graduate,Yes,3352,341,174674,360,0,Semiurban,0
Male,47,Yes,1,Not Graduate,No,4267,2767,224761,360,0,Urban,1
Male,46,No,1,Graduate,No,2166,2556,47126,180,1,Semiurban,1
Female,39,No,1,Graduate,No,1860,1205,84324,360,1,Rural,1
Male,28,No,1,Graduate,No,2913,256,63177,360,0,Urban,1
Female,37,Yes,1,Graduate,No,3578,468,76037,360,1,Semiurban,1
Female,46,No,0,Graduate,No,2845,1959,103729,360,0,Urban,1
Female,68,No,0,Graduate,No,3833,4025,119181,360,1,Semiurban,1
Female,58,Yes,3+,Not Graduate,Yes,1000,818,92405,360,1,Urban,1
Female,59,No,0,Graduate,No,12115,4758,127295,180,1,Rural,1
Male,51,No,0,Graduate,Yes,2299,6930,73522,360,1,Urban,1
Female,18,No,1,Graduate,No,1816,2601,83959,360,1,Rural,1
Male,48,No,1,Graduate,No,7230,4165,127819,360,1,Semiurban,1
Male,47,No,1,Graduate,Yes,1812,734,86484,60,1,Semiurban,1
Female,65,No,0,Not Graduate,Yes,4110,434,58946,360,0,Rural,1
Female,35,Yes,3+,Not Graduate,No,1812,8012,241035,240,1,Urban,1
Male,34,No,1,Not Graduate,No,3034,818,143671,360,1,Urban,1
Male,55,No,2,Graduate,No,3056,4543,105369,360,1,Rural,1
Male,31,No,0,Not Graduate,No,2321,2528,141057,360,1,Rural,1
Female,40,Yes,0,Graduate,No,6155,7392,116649,360,1,Rural,1
Male,42,Yes,0,Graduate,No,8520,3362,52298,360,1,Urban,1
Female,32,Yes,0,Graduate,No,2300,707,104954,360,1,Semiurban,1
Female,63,No,0,Not Graduate,Yes,3938,1370,73913,360,1,Semiurban,1
Female,39,No,0,Graduate,No,1649,3168,103276,360,1,Rural,1
Male,20,Yes,1,Graduate,No,3879,1165,116046,360,1,Urban,1
Female,36,Yes,1,Not Graduate,No,5958,4175,144472,360,1,Rural,1
Female,61,Yes,2,Graduate,No,3895,1952,66547,360,1,Urban,1
Female,51,Yes,0,Graduate,No,2591,4242,67531,60,1,Urban,1
Female,52,No,0,Graduate,Yes,3122,4461,81660,360,1,Urban,1
Female,67,Yes,0,Graduate,No,2727,2317,177313,180,1,Urban,1
Male,18,Yes,0,Graduate,Yes,3208,1623,85358,360,1,Urban,1
Female,69,Yes,0,Graduate,No,2461,1178,122267,60,1,Urban,1
Female,38,Yes,0,Graduate,No,4039,723,96534,360,0,Semiurban,1
Male,46,No,2,Not Graduate,No,1772,7156,84279,360,1,Rural,1
Female,23,Yes,2,Not Graduate,No,683,1927,104169,360,1,Rural,1
Male,54,No,1,Not Graduate,No,6900,1483,135501,360,0,Urban,1
Female,18,Yes,2,Graduate,No,3515,1500,129253,180,1,Urban,1
Male,68,Yes,1,Graduate,No,3908,1733,60869,360,1,Urban,1
Male,18,Yes,2,Graduate,No,2322,1221,112872,360,1,Semiurban,1
Female,44,No,1,Not Graduate,No,2812,1144,189514,360,1,Rural,1
Female,38,Yes,1,Not Graduate,No,1920,607,111520,360,1,Semiurban,1
Female,33,No,1,Not Graduate,No,7378,1876,155181,360,1,Rural,1
Male,61,No,0,Graduate,No,2694,5140,198032,360,1,Rural,1
Male,57,Yes,1,Graduate,No,1441,1014,105407,360,1,Urban,1
Male,43,No,3+,Not Graduate,No,5461,2811,96299,360,1,Urban,1
Female,33,No,1,Graduate,No,7194,2864,117233,360,1,Semiurban,1
Male,45,Yes,0,Graduate,No,3263,2493,165199,180,1,Semiurban,1
Male,18,Yes,0,Not Graduate,No,9007,8099,92628,360,1,Urban,1
Female,53,No,2,Graduate,No,4344,2926,62400,120,1,Urban,1
Male,27,Yes,3+,Graduate,No,3377,1907,113995,360,1,Urban,1
Male,60,No,0,Graduate,No,3445,2364,143101,360,0,Rural,1
Female,34,Yes,2,Graduate,Yes,4912,3557,115825,360,1,Urban,1
Male,40,Yes,2,Graduate,Yes,6950,7273,117660,360,1,Urban,1
Female,24,No,0,Graduate,Yes,4974,1493,97205,360,1,Rural,1
Female,61,No,2,Not Graduate,No,4257,2087,89862,180,1,Semiurban,1
Female,24,Yes,0,Graduate,Yes,3799,20927,164113,120,1,Rural,1
Female,61,No,1,Graduate,Yes,5545,1738,48361,360,1,Rural,1
Female,32,Yes,1,Graduate,No,2483,1681,102402,120,1,Urban,1
Male,51,Yes,1,Graduate,No,1472,923,66641,360,1,Urban,1
Male,63,No,1,Graduate,No,4069,1933,97431,360,1,Urban,1
Female,62,Yes,0,Not Graduate,No,1983,1703,109708,180,1,Urban,1
Female,21,Yes,2,Graduate,No,1486,2476,120855,360,1,Urban,1
Male,31,Yes,2,Graduate,No,9616,2245,104476,360,1,Rural,1
Female,31,No,2,Not Graduate,Yes,495,372,172168,240,1,Rural,0
Female,33,Yes,0,Graduate,No,5295,635,102974,60,0,Semiurban,1
Female,24,Yes,0,Graduate,Yes,1910,1589,64564,360,1,Semiurban,1
Male,49,No,0,Graduate,No,2249,1286,149329,360,1,Semiurban,1
Male,36,Yes,2,Graduate,Yes,4718,790,112942,120,1,Urban,1
Female,19,No,0,Graduate,No,14715,414,67246,180,1,Urban,1
Female,27,No,3+,Graduate,Yes,5545,6632,132237,180,1,Semiurban,1
Male,67,Yes,2,Graduate,Yes,1974,6540,78958,180,1,Urban,1
Male,34,Yes,1,Not Graduate,No,3542,3313,143502,180,1,Rural,1
Female,54,Yes,1,Graduate,Yes,3062,1131,59598,360,0,Semiurban,0
Female,29,No,1,Graduate,No,1049,5857,93899,240,0,Urban,0
Male,23,No,1,Graduate,No,3769,1017,117251,360,1,Semiurban,1
Male,39,Yes,0,Graduate,No,2431,2561,64429,180,1,Semiurban,1
Male,49,Yes,2,Graduate,No,5673,960,121696,360,1,Urban,1
Female,58,Yes,1,Graduate,No,3026,1843,149211,120,1,Rural,1
Male,37,Yes,2,Not Graduate,No,9208,2668,90995,120,1,Urban,1
Female,18,Yes,2,Not Graduate,No,4498,545,115519,360,1,Urban,1
Male,64,No,0,Graduate,No,4138,1289,71815,180,1,Semiurban,1
Male,23,Yes,0,Not Graduate,No,11838,2210,310066,60,1,Rural,1
Male,36,No,2,Graduate,No,4359,662,98961,360,0,Urban,1
Male,35,Yes,0,Graduate,No,9762,850,112701,240,0,Urban,1
Female,23,Yes,1,Not Graduate,No,1847,2210,88681,360,1,Urban,1
Female,62,Yes,0,Not Graduate,No,1085,1178,75793,360,1,Urban,1
Male,50,No,0,Graduate,No,4165,676,145185,240,1,Rural,1
Female,40,Yes,0,Graduate,No,7482,1851,37693,240,1,Rural,1
Male,40,Yes,2,Graduate,No,1829,2560,47592,360,1,Semiurban,1
Male,43,Yes,1,Graduate,No,2797,10888,112206,180,1,Semiurban,1
Male,30,No,1,Not Graduate,No,1331,1934,85213,360,1,Semiurban,0
Male,24,Yes,3+,Graduate,No,3572,1824,138434,360,0,Rural,0
Female,32,Yes,0,Graduate,Yes,3614,1439,80242,360,1,Urban,1
Male,61,No,0,Graduate,No,5247,4533,50584,360,1,Semiurban,1
Male,44,No,2,Graduate,No,2694,2346,96130,60,1,Semiurban,1
Female,43,Yes,2,Not Graduate,No,3105,3528,88681,180,1,Semiurban,1
Male,50,No,0,Not Graduate,No,5307,2160,64023,180,1,Rural,1
Male,32,Yes,3+,Graduate,No,4144,3757,135199,360,0,Rural,1
Male,53,No,3+,Graduate,No,4642,2446,113866,360,0,Semiurban,1
Female,62,No,0,Graduate,No,6072,586,66546,360,1,Urban,1
Male,44,Yes,0,Graduate,No,5652,1435,53467,180,0,Semiurban,1
Female,22,No,2,Graduate,No,12913,1471,113783,360,1,Semiurban,1
Male,19,Yes,0,Graduate,No,4754,2577,67337,360,1,Urban,1
Male,50,Yes,0,Graduate,No,4763,2042,67254,240,1,Urban,1
Female,33,No,2,Graduate,No,3033,5241,94501,360,1,Semiurban,1
Male,40,No,0,Not Graduate,No,3780,2486,100609,360,1,Semiurban,1
Male,55,Yes,0,Graduate,No,1685,2636,120713,360,1,Rural,1
Female,33,Yes,0,Not Graduate,Yes,2512,803,150660,360,1,Rural,1
Female,31,Yes,1,Graduate,No,7165,2038,82002,360,1,Urban,1
Female,46,No,1,Not Graduate,No,1435,1522,124872,240,0,Urban,0
Female,43,No,0,Graduate,No,8414,346,92071,120,0,Urban,1
Female,52,No,0,Not Graduate,No,3040,632,158069,360,1,Rural,1
Male,32,Yes,1,Graduate,Yes,2110,3224,70312,360,1,Urban,1
Female,20,No,3+,Not Graduate,No,3084,3049,121746,360,1,Urban,1
Male,40,No,3+,Not Graduate,No,5189,1128,70909,360,1,Urban,1
Male,46,No,0,Graduate,Yes,3838,1156,68676,360,1,Urban,1
Male,51,Yes,1,Graduate,No,11458,730,82242,360,1,Urban,1
Female,50,Yes,2,Not Graduate,Yes,4727,3991,42579,360,1,Rural,1
Female,58,Yes,2,Not Graduate,No,4945,946,146475,360,0,Urban,1
Male,58,No,1,Not Graduate,No,5032,1145,69620,360,1,Urban,1
Female,40,Yes,0,Not Graduate,No,3955,4074,82100,60,0,Rural,0
Female,24,No,2,Not Graduate,Yes,3143,4009,67043,360,0,Semiurban,0
Female,20,Yes,0,Graduate,No,3871,1565,144343,360,1,Semiurban,1
Female,49,No,0,Graduate,No,4177,1826,109846,120,1,Urban,1
Male,48,Yes,1,Graduate,No,3524,2635,123049,360,1,Urban,1
Male,35,Yes,3+,Graduate,No,7736,1302,105653,180,1,Semiurban,1
Female,60,Yes,0,Graduate,No,7273,1669,105591,360,1,Urban,1
Male,24,Yes,1,Graduate,No,1789,1545,112744,360,1,Urban,1
Female,58,Yes,0,Graduate,Yes,6511,3132,144306,360,1,Semiurban,1
Female,18,No,2,Graduate,Yes,3599,5617,62382,360,0,Urban,0
Male,31,Yes,1,Graduate,No,3032,4522,78567,360,1,Semiurban,1
Male,69,Yes,0,Graduate,No,5573,4076,64825,240,1,Urban,1
Male,49,Yes,0,Graduate,No,4319,752,125488,360,1,Urban,1
Female,23,Yes,0,Graduate,No,2126,5084,117771,360,1,Semiurban,1
Male,56,Yes,0,Not Graduate,Yes,5908,1052,131563,360,0,Semiurban,0
Female,27,Yes,0,Graduate,No,3457,434,35593,240,0,Rural,0
Male,24,Yes,1,Not Graduate,No,5849,916,83026,180,1,Urban,1
Male,43,Yes,0,Graduate,No,3609,1680,38095,180,1,Urban,1
Female,51,No,1,Graduate,No,5898,354,215451,360,1,Urban,1
Female,47,Yes,0,Graduate,No,6427,3195,103860,360,1,Semiurban,1
Female,53,Yes,1,Graduate,No,7461,3518,71183,240,1,Urban,1
Female,38,Yes,0,Graduate,No,2524,1331,94004,180,1,Semiurban,1
Female,34,No,0,Graduate,Yes,10900,711,98002,360,1,Semiurban,1
Female,50,No,1,Not Graduate,No,3343,3783,217686,120,1,Semiurban,1
Female,27,No,0,Not Graduate,Yes,1775,863,91405,360,0,Urban,0
Female,68,Yes,2,Not Graduate,Yes,4062,494,106323,360,1,Urban,1
Male,64,No,1,Not Graduate,Yes,3269,1717,77868,120,0,Urban,1
Female,59,Yes,1,Graduate,Yes,2565,1846,229532,240,1,Urban,1
Female,68,Yes,0,Graduate,No,3755,2323,185155,360,1,Urban,1
Male,29,No,0,Graduate,No,5716,3341,45141,240,1,Rural,1
Female,33,Yes,0,Graduate,No,4452,3684,138894,360,1,Rural,1
Male,58,No,1,Not Graduate,No,8105,657,118091,360,1,Urban,1
Male,49,Yes,0,Not Graduate,Yes,3385,353,72377,360,1,Urban,1
Female,32,No,0,Not Graduate,No,4699,2611,66349,360,1,Urban,1
Male,44,No,0,Not Graduate,No,4228,1881,43826,360,1,Rural,1
Female,45,Yes,0,Graduate,No,11114,1253,127655,360,1,Rural,1
Male,34,Yes,0,Graduate,Yes,1980,1610,57310,240,1,Semiurban,1
Male,63,Yes,0,Graduate,No,2593,926,111741,360,1,Semiurban,1
Male,67,No,0,Not Graduate,Yes,12696,7199,63871,360,1,Semiurban,1
Female,19,Yes,0,Not Graduate,No,3186,361,61199,240,1,Urban,1
Female,53,No,0,Graduate,No,1417,2536,100720,180,1,Urban,1
Male,67,No,1,Graduate,No,11977,646,162794,360,1,Semiurban,1
Male,24,Yes,0,Graduate,No,2033,1065,72619,60,1,Rural,1
Female,30,Yes,0,Graduate,No,3862,1272,96405,360,0,Semiurban,0
Female,32,No,0,Not Graduate,No,6950,824,102862,360,1,Rural,1
Male,42,Yes,0,Graduate,Yes,6251,1508,95654,360,1,Rural,1
Male,40,Yes,0,Graduate,No,2152,220,111739,360,1,Urban,1
Female,39,Yes,2,Graduate,No,15239,530,99361,240,0,Urban,1
Female,43,Yes,2,Not Graduate,No,4995,409,49190,360,1,Semiurban,1
Female,50,No,0,Graduate,No,3550,680,166352,60,1,Urban,1
Female,28,Yes,2,Graduate,No,2000,956,115607,360,0,Semiurban,0
Female,27,No,0,Graduate,No,4860,1799,90645,360,1,Urban,1
Male,42,Yes,0,Graduate,Yes,8959,1080,66184,360,0,Rural,1
Female,54,No,3+,Graduate,No,3070,901,85301,240,1,Rural,1
Male,65,Yes,2,Not Graduate,No,1273,1188,140030,360,1,Urban,1
Female,60,Yes,3+,Not Graduate,No,2385,1034,57967,360,1,Semiurban,1
Male,55,Yes,0,Graduate,Yes,2982,1343,70564,360,1,Rural,1
Female,58,No,0,Graduate,No,1458,1384,95399,360,1,Urban,1
Female,62,No,1,Not Graduate,No,4985,968,51900,360,1,Semiurban,1
Male,41,Yes,1,Graduate,No,5657,512,66951,360,0,Semiurban,1
Male,57,Yes,0,Graduate,No,2369,1739,88403,360,1,Urban,1
Female,63,Yes,2,Graduate,No,6039,3528,37028,180,1,Urban,1
Female,50,Yes,1,Graduate,No,2102,773,89659,360,0,Semiurban,1
Female,34,No,0,Graduate,No,1638,1656,58343,360,1,Semiurban,1
Female,41,No,1,Not Graduate,No,1933,1267,158452,360,1,Semiurban,1
Female,54,Yes,1,Not Graduate,No,2215,2875,79080,360,1,Urban,1
Male,19,No,0,Graduate,No,5844,903,132634,360,1,Semiurban,1
Male,49,Yes,3+,Not Graduate,Yes,5085,1521,115191,360,1,Semiurban,1
Female,41,No,0,Graduate,No,2102,1637,71999,360,1,Semiurban,1
Male,26,Yes,0,Graduate,No,2431,2216,113636,360,1,Rural,1
Male,21,Yes,2,Graduate,No,10528,749,194870,180,1,Urban,1
Male,34,Yes,3+,Graduate,No,5949,2305,100694,360,1,Urban,1
Female,34,Yes,2,Not Graduate,No,1561,1180,85646,360,1,Semiurban,1
Male,67,No,2,Not Graduate,No,8070,2728,114948,360,1,Rural,1
Female,65,No,1,Not Graduate,No,14098,1315,119811,180,1,Urban,1
Male,47,Yes,3+,Graduate,No,3584,4926,85149,360,1,Semiurban,1
Female,57,No,0,Graduate,No,3035,498,30892,360,0,Urban,1
Male,28,Yes,2,Graduate,No,2818,2792,69120,240,0,Semiurban,0
Female,38,No,1,Not Graduate,No,3022,2322,58585,360,0,Urban,1
Female,38,Yes,0,Graduate,No,5773,2614,97792,180,1,Semiurban,1
Male,35,Yes,1,Graduate,No,2490,4198,158027,240,1,Urban,1
Female,46,Yes,1,Graduate,No,5762,429,119970,60,0,Urban,1
Female,41,Yes,1,Graduate,No,3642,10231,80890,360,1,Urban,1
Female,27,No,0,Not Graduate,Yes,2555,2738,109626,360,1,Rural,1
Female,62,Yes,2,Not Graduate,Yes,4513,8462,97937,360,1,Urban,1
Female,34,Yes,0,Not Graduate,No,3198,8039,121565,360,1,Urban,1
Female,35,Yes,0,Not Graduate,No,2482,2546,124301,360,1,Semiurban,1
Female,59,No,2,Graduate,No,3578,2222,166190,360,1,Urban,1
Female,65,No,1,Graduate,No,3608,3293,93366,360,0,Urban,1
Male,37,Yes,0,Graduate,No,2734,291,48091,360,1,Semiurban,1
Male,54,Yes,0,Not Graduate,No,2232,1685,58102,360,1,Semiurban,1
Female,62,No,1,Graduate,No,3842,3924,99406,180,0,Urban,1
Female,35,Yes,3+,Graduate,Yes,4121,6139,88650,240,1,Urban,1
Male,34,Yes,3+,Graduate,No,4628,1405,131774,360,1,Urban,1
Male,26,Yes,1,Graduate,No,4540,2412,149489,360,1,Rural,1
Male,31,Yes,0,Graduate,No,8036,2858,100154,240,1,Semiurban,1
Female,66,Yes,0,Graduate,No,1895,1692,59878,360,1,Rural,1
Male,46,No,0,Not Graduate,No,9431,856,123597,360,0,Rural,0
Female,48,Yes,0,Graduate,No,1631,1064,110376,360,1,Rural,1
Female,21,No,0,Graduate,No,7697,783,127248,360,1,Rural,1
Male,35,Yes,0,Not Graduate,No,4919,539,73868,360,1,Urban,1
Female,37,No,1,Graduate,No,2671,1578,325237,120,1,Urban,1
Female,64,Yes,0,Graduate,Yes,852,10650,49111,360,1,Semiurban,1
Female,60,Yes,1,Graduate,No,1484,2202,102476,60,0,Urban,1
Female,61,Yes,3+,Graduate,No,2489,1437,131379,360,0,Semiurban,1
Male,26,Yes,1,Graduate,No,4757,2436,137405,240,1,Urban,1
Male,30,Yes,2,Graduate,Yes,2642,933,99094,360,1,Rural,1
Female,32,No,2,Not Graduate,No,3557,478,126556,360,1,Rural,1
Female,44,Yes,0,Graduate,No,2801,1041,141778,360,1,Semiurban,1
Male,32,No,0,Graduate,No,4028,732,103069,240,1,Semiurban,1
Female,45,No,0,Graduate,No,1587,411,108168,180,1,Semiurban,1
Male,54,Yes,0,Not Graduate,No,3107,1164,127579,360,1,Semiurban,1
Female,36,No,1,Not Graduate,No,4992,2671,99564,360,1,Semiurban,1
Female,43,Yes,3+,Graduate,No,16580,2479,168308,240,0,Semiurban,1
Male,69,Yes,3+,Graduate,No,6036,2246,147118,120,1,Semiurban,1
Male,43,Yes,0,Not Graduate,Yes,3258,6873,87331,360,0,Rural,0
Male,42,Yes,3+,Graduate,No,2481,1162,74061,360,1,Semiurban,1
Male,43,Yes,0,Graduate,No,4790,2556,134498,360,1,Urban,1
Female,43,No,2,Graduate,No,2202,1325,102170,360,1,Semiurban,1
Male,63,Yes,0,Graduate,No,3970,5639,77872,360,1,Urban,1
Female,45,Yes,0,Graduate,No,4402,946,81481,360,0,Semiurban,1
Male,66,No,0,Graduate,No,3234,3276,127935,360,1,Rural,1
Male,35,Yes,2,Graduate,No,6523,2207,81961,360,1,Urban,1
Female,49,Yes,0,Graduate,No,3441,4795,176017,120,1,Urban,1
Male,20,No,0,Graduate,No,2779,1821,66229,240,1,Rural,1
Male,19,Yes,3+,Graduate,No,2681,1496,80788,360,1,Semiurban,1
Male,50,Yes,3+,Not Graduate,No,1677,1358,68042,360,1,Semiurban,1
Male,59,Yes,0,Graduate,No,1551,1599,60621,360,1,Urban,1
Female,36,Yes,1,Graduate,Yes,5216,406,71792,240,1,Semiurban,1
Female,34,No,0,Graduate,No,8839,1191,80544,360,0,Rural,1
Male,61,No,0,Graduate,No,13214,1134,83455,360,0,Rural,1
Male,50,Yes,0,Graduate,No,7118,726,41526,360,1,Rural,1
Male,29,Yes,0,Graduate,No,4975,1154,61243,360,1,Rural,1
Female,66,Yes,1,Graduate,No,4379,881,106080,360,1,Urban,1
Female,20,No,1,Graduate,No,7990,1199,74536,360,1,Urban,1
Female,60,Yes,0,Not Graduate,No,2918,2979,149720,360,1,Semiurban,1
Female,66,Yes,1,Not Graduate,No,10728,2985,89622,360,1,Semiurban,1
Male,43,No,1,Not Graduate,No,3555,6392,125111,360,1,Semiurban,1
Male,52,No,0,Graduate,No,4253,2313,85066,360,0,Rural,1
Male,25,Yes,0,Graduate,No,3695,535,142369,360,1,Rural,1
Female,69,Yes,1,Not Graduate,No,7151,1389,38814,360,1,Rural,1
Male,53,Yes,2,Graduate,No,3615,1084,103017,360,1,Urban,1
Female,24,Yes,1,Not Graduate,No,4641,823,182073,360,1,Urban,1
Female,63,No,1,Graduate,No,1751,4265,55113,240,1,Urban,1
Male,63,No,0,Graduate,No,3241,2600,133373,360,0,Semiurban,1
Male,53,No,1,Graduate,No,6824,1912,115462,360,1,Urban,1
Male,33,Yes,0,Graduate,No,2193,551,55770,120,1,Urban,1
Female,41,Yes,3+,Graduate,No,3582,1693,113464,360,1,Rural,1
Female,18,Yes,1,Graduate,No,3554,11626,113140,60,0,Urban,1
Male,66,Yes,0,Graduate,No,2564,925,95179,360,1,Rural,1
Male,42,No,0,Graduate,No,6707,1518,155835,360,1,Rural,1
Female,27,Yes,2,Graduate,No,4899,5492,147444,360,1,Rural,1
Male,33,Yes,0,Graduate,No,6255,1272,136758,240,0,Rural,1
Female,33,Yes,1,Graduate,No,6842,1251,172941,360,1,Urban,1
Female,25,Yes,1,Graduate,No,3709,1505,71343,360,0,Semiurban,1
Male,46,Yes,2,Graduate,No,9361,2385,80076,180,1,Rural,1
Male,56,No,0,Graduate,No,1754,855,75842,180,1,Urban,1
Male,45,Yes,1,Not Graduate,No,3327,3784,80465,60,1,Urban,1
Male,23,No,3+,Graduate,No,3981,1318,81083,60,1,Semiurban,1
Female,33,Yes,3+,Not Graduate,No,1282,2132,93496,360,1,Semiurban,1
Female,37,Yes,1,Not Graduate,No,8509,1295,84614,360,1,Rural,1
Female,33,No,3+,Graduate,No,2162,621,63892,360,0,Urban,0
Male,24,Yes,1,Graduate,No,3792,312,135606,360,0,Urban,0
Female,58,No,0,Graduate,No,5726,2171,69544,360,0,Semiurban,1
Male,31,Yes,1,Graduate,No,14631,422,185304,360,0,Urban,1
Male,60,Yes,0,Not Graduate,No,1340,3332,136314,360,1,Semiurban,1
Male,43,No,0,Not Graduate,No,5207,2001,61619,360,1,Rural,1
Male,43,No,0,Graduate,No,3085,9130,97933,60,0,Semiurban,1
Male,31,No,2,Graduate,Yes,5371,1133,56031,240,1,Semiurban,1
Male,24,Yes,2,Not Graduate,No,6389,7242,164336,360,1,Semiurban,1
Female,50,Yes,1,Not Graduate,No,4679,1432,98915,360,1,Rural,1
Male,43,No,0,Graduate,No,3818,3801,97409,240,0,Semiurban,1
Female,62,No,0,Graduate,No,1931,2797,107839,360,1,Urban,1
Female,37,Yes,0,Graduate,Yes,2015,416,92135,360,1,Rural,1
Male,20,Yes,1,Graduate,No,5903,23266,75844,120,1,Semiurban,1
Male,69,No,0,Not Graduate,No,2174,6599,94988,360,1,Urban,1
Male,21,Yes,0,Not Graduate,No,4699,2485,163034,120,0,Urban,0
Female,43,Yes,0,Not Graduate,Yes,7953,5234,79013,360,0,Urban,1
Male,28,No,2,Graduate,No,1671,2251,172396,120,1,Rural,1
Female,19,Yes,2,Not Graduate,Yes,7970,3673,81729,360,1,Urban,1
Male,31,Yes,1,Graduate,No,7808,2049,106074,360,1,Rural,1
Male,61,No,0,Graduate,No,4471,785,216301,360,1,Urban,1
Female,47,Yes,0,Graduate,No,2516,1666,123723,360,1,Urban,1
Female,66,No,0,Graduate,No,5010,1189,113729,360,1,Semiurban,1
Male,29,Yes,0,Graduate,No,3272,2998,128210,360,1,Urban,1
Female,43,Yes,0,Graduate,No,2380,778,147197,360,1,Rural,1
Female,61,Yes,0,Graduate,No,3955,2034,70635,60,1,Semiurban,1
Female,50,No,0,Not Graduate,No,2152,585,120490,360,1,Semiurban,1
Female,30,Yes,0,Graduate,No,1790,3349,109446,360,1,Rural,1
Female,31,Yes,0,Graduate,Yes,2628,681,41499,240,0,Semiurban,0
Male,41,Yes,1,Graduate,No,1296,2930,109004,360,1,Semiurban,1
Male,51,Yes,3+,Not Graduate,No,7474,1986,66432,360,1,Rural,1
Female,61,Yes,2,Graduate,No,4964,4164,103259,360,0,Semiurban,1
Male,43,Yes,0,Graduate,No,2172,1601,146344,360,0,Semiurban,1
Male,38,Yes,0,Not Graduate,No,2681,3467,67939,360,1,Semiurban,1
Female,45,Yes,2,Graduate,No,5740,2036,94136,360,1,Urban,1
Male,65,No,0,Graduate,Yes,7815,2546,83257,60,1,Urban,1
Female,53,No,2,Not Graduate,No,3882,431,155818,180,1,Semiurban,1
Female,57,Yes,1,Graduate,No,3118,1080,79225,180,1,Urban,1
Male,19,Yes,3+,Not Graduate,No,1366,1586,107673,240,1,Urban,1
Female,59,No,2,Graduate,No,3002,5411,127077,360,1,Urban,1
Female,26,No,1,Graduate,No,1839,2384,133770,360,1,Semiurban,1
Female,40,Yes,1,Graduate,No,1807,457,66999,240,1,Semiurban,1
Female,32,No,0,Not Graduate,No,7629,2566,89165,360,1,Rural,1
Female,30,Yes,0,Graduate,No,3393,896,187318,180,1,Semiurban,1
Male,40,Yes,0,Graduate,Yes,3961,960,98104,60,1,Semiurban,1
Male,34,Yes,0,Graduate,No,4646,1725,149068,360,1,Urban,1
Female,65,No,0,Graduate,Yes,3271,2256,224851,360,1,Rural,1
Female,19,Yes,0,Not Graduate,Yes,3792,970,96083,360,1,Semiurban,1
Male,37,No,2,Not Graduate,No,3683,447,137649,360,0,Rural,0
Female,37,Yes,0,Graduate,No,2819,1569,144565,360,0,Rural,0
Male,63,Yes,0,Graduate,No,4291,1511,57330,180,0,Urban,1
Female,20,Yes,0,Graduate,No,3452,5692,115931,360,0,Urban,0
Female,29,No,1,Graduate,Yes,3839,1870,180108,360,0,Rural,0
Female,57,Yes,0,Not Graduate,No,3650,4642,52512,180,1,Urban,1
Female,19,Yes,3+,Graduate,Yes,11770,9827,94316,360,1,Semiurban,1
Female,53,Yes,1,Graduate,No,6593,745,103344,180,1,Urban,1
Female,31,No,1,Graduate,No,5799,5863,94867,240,0,Semiurban,0
Female,33,Yes,0,Graduate,No,4827,3812,91092,360,1,Urban,1
Male,36,Yes,0,Graduate,No,4701,306,63301,360,1,Rural,1
Male,51,Yes,2,Not Graduate,No,3073,1555,115168,360,0,Rural,0
Male,61,No,0,Graduate,No,7132,3179,73259,120,1,Rural,1
Female,63,No,0,Graduate,No,4436,2369,74001,240,1,Urban,1
Female,23,No,0,Graduate,No,5167,6809,46403,360,1,Semiurban,1
Female,30,Yes,3+,Not Graduate,No,3052,2899,55844,360,1,Semiurban,1
Female,53,Yes,0,Graduate,No,2159,576,178293,180,1,Urban,1
Female,39,No,2,Graduate,No,7196,3408,101828,360,1,Urban,1
Female,35,Yes,0,Graduate,No,3934,724,132698,360,1,Rural,1
Female,29,Yes,1,Graduate,No,2731,1162,69217,360,1,Rural,1
Male,69,Yes,1,Not Graduate,No,4472,4353,45354,360,0,Urban,1
